method,output,ssim,lpips,e_ssim,l_c,l_s
cast,000000226171__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.3764,0.5965,0.3048,2.4624,2.7233
cast,000000226171__Minimalism__mario-schifano_untitled-1963.png,0.4128,0.7725,0.4755,2.7701,1.6332
cast,000000226171__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.4128,0.7725,0.4755,2.7701,7.4901
cast,000000226171__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.2504,0.6531,0.1508,2.5695,2.606
cast,000000226171__Pop_Art__peter-max_composition-red-green-1979.png,0.4195,0.4802,0.5206,2.1667,3.4422
cast,000000226171__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.242,0.6952,0.1222,2.6564,5.0881
cast,000000226171__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.4955,0.4926,0.4474,2.1763,2.587
cast,000000226171__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.4555,0.505,0.5795,2.2526,1.6004
cast,000000226171__Romanticism__gustave-dore_paradise-lost-4.png,0.3679,0.6217,0.3614,2.5885,0.8953
cast,000000226171__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.4253,0.626,0.4474,2.4008,1.5782
cast,000000226171__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.4089,0.5761,0.4023,2.1753,2.1993
cast,000000235857__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.3814,0.5436,0.3098,2.4569,1.169
cast,000000235857__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.3682,0.6506,0.298,2.6398,3.1237
cast,000000235857__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.2796,0.5578,0.2707,2.698,0.6399
cast,000000235857__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.2461,0.8508,0.2436,3.1479,1.9528
cast,000000235857__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.4167,0.5719,0.3575,2.313,1.2744
cast,000000235857__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.4643,0.5057,0.3657,2.2386,1.5652
cast,000000235857__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.437,0.5573,0.3734,2.1521,1.065
cast,000000235857__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.4774,0.528,0.3629,2.3987,4.4703
cast,000000235857__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.4218,0.5245,0.3542,2.2389,1.4398
cast,000000235857__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.3998,0.5493,0.2858,2.5152,2.1543
cast,000000235857__Minimalism__mario-schifano_untitled-1963.png,0.2214,0.8307,0.1234,3.1004,0.9537
cast,000000235857__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.2214,0.8307,0.1234,3.1004,6.5916
cast,000000235857__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.3347,0.6496,0.2038,2.8226,3.6618
cast,000000235857__Pop_Art__peter-max_composition-red-green-1979.png,0.3354,0.5262,0.2887,2.3935,4.2028
cast,000000235857__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.3373,0.6616,0.1821,2.8874,5.7789
cast,000000235857__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.4935,0.4558,0.4029,2.1266,1.6932
cast,000000235857__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.2847,0.5056,0.2921,2.3083,1.0739
cast,000000235857__Romanticism__gustave-dore_paradise-lost-4.png,0.3554,0.6037,0.3124,2.651,0.7236
cast,000000235857__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.4085,0.6227,0.3658,2.6027,1.6702
cast,000000235857__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.3754,0.579,0.3136,2.3274,2.8144
cast,000000272364__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.4091,0.5005,0.32,2.407,1.0724
cast,000000272364__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.4355,0.4835,0.3483,2.3442,2.7846
cast,000000272364__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.2681,0.6228,0.2512,2.6402,1.1396
cast,000000272364__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.2345,0.7978,0.2027,3.2286,2.1186
cast,000000272364__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.444,0.7263,0.3587,2.4561,0.7384
cast,000000272364__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.5471,0.4452,0.4662,2.1188,2.0174
cast,000000272364__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.4164,0.6231,0.3605,2.3047,1.007
cast,000000272364__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.5815,0.4184,0.496,2.0653,3.189
cast,000000272364__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.4381,0.5436,0.3488,2.2979,1.3045
cast,000000272364__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.4473,0.4654,0.3727,2.2428,1.3502
cast,000000272364__Minimalism__mario-schifano_untitled-1963.png,0.2237,1.0551,0.1572,3.2222,1.3733
cast,000000272364__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.2237,1.0551,0.1572,3.2222,6.928
cast,000000272364__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.6252,0.4532,0.4526,2.402,2.6433
cast,000000272364__Pop_Art__peter-max_composition-red-green-1979.png,0.4394,0.4773,0.3227,2.2371,3.0298
cast,000000272364__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.4659,0.6176,0.292,2.8249,5.4348
cast,000000272364__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.6017,0.4384,0.4799,2.0559,2.9423
cast,000000272364__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.2684,0.6098,0.2844,2.4513,1.3756
cast,000000272364__Romanticism__gustave-dore_paradise-lost-4.png,0.3594,0.5189,0.2931,2.6581,0.9431
cast,000000272364__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.5167,0.4866,0.4579,2.3183,1.9998
cast,000000272364__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.5014,0.5174,0.3529,2.3333,1.9563
cast,000000273132__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.5762,0.4601,0.6016,2.1623,1.0281
cast,000000273132__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.5782,0.5394,0.5159,2.4398,2.3332
cast,000000273132__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.4484,0.611,0.5136,2.5078,1.0782
cast,000000273132__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.4484,0.8512,0.5386,2.9578,1.9917
cast,000000273132__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.7104,0.6375,0.682,2.2397,0.9036
cast,000000273132__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.5311,0.566,0.4583,2.3734,2.2656
cast,000000273132__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.5675,0.7037,0.6271,2.2948,1.2423
cast,000000273132__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.5712,0.5031,0.4666,2.3225,2.4653
cast,000000273132__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.6336,0.6522,0.6181,2.4281,1.3578
cast,000000273132__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.4278,0.5441,0.4142,2.3648,1.6692
cast,000000273132__Minimalism__mario-schifano_untitled-1963.png,0.4471,0.9888,0.386,2.8874,0.7659
cast,000000273132__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.4471,0.9888,0.386,2.8874,7.1634
cast,000000273132__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.3729,0.475,0.1997,2.1668,2.105
cast,000000273132__Pop_Art__peter-max_composition-red-green-1979.png,0.53,0.5283,0.5336,2.4193,2.9963
cast,000000273132__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.3575,0.6597,0.1785,2.4136,5.4984
cast,000000273132__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.6522,0.4553,0.5509,1.9977,2.2033
cast,000000273132__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.4437,0.641,0.5397,2.5183,1.3909
cast,000000273132__Romanticism__gustave-dore_paradise-lost-4.png,0.4449,0.474,0.4579,2.0881,0.7704
cast,000000273132__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.5706,0.5773,0.5144,2.4127,1.587
cast,000000273132__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.529,0.5937,0.445,2.278,1.533
cast,000000277051__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.6313,0.507,0.6243,2.1361,0.9472
cast,000000277051__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.5709,0.5343,0.4438,2.3666,1.5565
cast,000000277051__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.527,0.6738,0.5878,2.4954,0.8553
cast,000000277051__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.5394,0.698,0.5415,2.7248,2.3475
cast,000000277051__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.6931,0.8243,0.6604,2.2689,0.6815
cast,000000277051__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.5575,0.4838,0.3795,2.052,1.4716
cast,000000277051__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.6353,0.6151,0.5462,2.0465,0.8813
cast,000000277051__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.52,0.5277,0.3255,2.1514,3.0351
cast,000000277051__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.6728,0.5448,0.5531,2.0833,1.3621
cast,000000277051__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.4206,0.5794,0.2768,2.4816,1.1123
cast,000000277051__Minimalism__mario-schifano_untitled-1963.png,0.5305,1.035,0.5633,2.8258,1.1706
cast,000000277051__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.5305,1.035,0.5633,2.8258,6.9619
cast,000000277051__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.2573,0.7018,0.1241,2.7772,1.9839
cast,000000277051__Pop_Art__peter-max_composition-red-green-1979.png,0.5339,0.5156,0.5431,2.1301,3.0256
cast,000000277051__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.2824,0.7297,0.1288,2.8416,5.0908
cast,000000277051__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.6013,0.5505,0.4188,2.1225,2.0333
cast,000000277051__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.5307,0.5933,0.5787,2.1279,1.096
cast,000000277051__Romanticism__gustave-dore_paradise-lost-4.png,0.4077,0.6755,0.3176,2.7587,0.6569
cast,000000277051__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.5244,0.5271,0.353,2.3484,1.4031
cast,000000277051__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.5281,0.5744,0.4425,2.1863,1.5551
cast,000000296969__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.302,0.5663,0.1773,2.6382,1.0867
cast,000000296969__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.3732,0.5812,0.2409,2.4918,2.5664
cast,000000296969__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.2408,0.5788,0.1621,2.6939,1.0332
cast,000000296969__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.1806,0.8767,0.1478,3.338,1.6937
cast,000000296969__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.3638,0.6124,0.2555,2.5101,1.3058
cast,000000296969__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.4772,0.5218,0.3337,2.5683,2.0785
cast,000000296969__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.3517,0.6264,0.2512,2.5798,1.031
cast,000000296969__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.5033,0.4973,0.3481,2.4553,4.3599
cast,000000296969__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.3598,0.5685,0.2431,2.6097,1.4178
cast,000000296969__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.4114,0.509,0.2782,2.4333,2.035
cast,000000296969__Minimalism__mario-schifano_untitled-1963.png,0.139,0.9983,0.0679,3.2304,1.2867
cast,000000296969__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.139,0.9983,0.0679,3.2304,7.1686
cast,000000296969__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.5202,0.543,0.3354,2.7759,3.642
cast,000000296969__Pop_Art__peter-max_composition-red-green-1979.png,0.2951,0.5587,0.178,2.7781,4.2524
cast,000000296969__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.4,0.6289,0.1984,3.0609,5.9968
cast,000000296969__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.5053,0.4609,0.3324,2.4037,2.1049
cast,000000296969__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.2333,0.5822,0.1709,2.5625,1.2522
cast,000000296969__Romanticism__gustave-dore_paradise-lost-4.png,0.3676,0.5324,0.2285,2.8121,0.8387
cast,000000296969__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.4364,0.5838,0.3215,2.6166,1.7556
cast,000000296969__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.3707,0.5996,0.217,2.889,3.0981
cast,000000302107__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.4989,0.5085,0.5226,2.1722,1.4847
cast,000000302107__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.4802,0.5523,0.4316,2.4347,1.7002
cast,000000302107__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.3529,0.5864,0.4689,2.4946,1.1973
cast,000000302107__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.3866,0.7971,0.4468,3.022,2.4282
cast,000000302107__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.5987,0.6691,0.5706,2.2635,0.9709
cast,000000302107__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.5301,0.4761,0.4193,2.1635,2.7827
cast,000000302107__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.5273,0.5867,0.5488,2.1203,1.1882
cast,000000302107__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.5309,0.4618,0.4477,2.1008,3.1051
cast,000000302107__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.5922,0.511,0.5559,2.1274,1.5615
cast,000000302107__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.3673,0.552,0.3253,2.4808,1.3257
cast,000000302107__Minimalism__mario-schifano_untitled-1963.png,0.4025,0.9671,0.3215,2.9064,1.51
cast,000000302107__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.4025,0.9671,0.3215,2.9064,7.0316
cast,000000302107__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.3166,0.6177,0.1466,2.6888,2.5053
cast,000000302107__Pop_Art__peter-max_composition-red-green-1979.png,0.5546,0.4555,0.5145,2.1388,3.4987
cast,000000302107__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.3328,0.6907,0.1652,2.8214,6.5758
cast,000000302107__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.6242,0.446,0.5006,1.9995,2.446
cast,000000302107__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.3481,0.5531,0.4792,2.2794,1.4468
cast,000000302107__Romanticism__gustave-dore_paradise-lost-4.png,0.3548,0.5836,0.3445,2.6142,0.6919
cast,000000302107__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.5249,0.5238,0.4356,2.3295,2.4544
cast,000000302107__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.5812,0.5329,0.4836,2.0423,1.5801
cast,000000322944__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.7205,0.4284,0.6758,1.8016,1.7481
cast,000000322944__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.5901,0.4558,0.5493,2.0995,1.9217
cast,000000322944__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.6958,0.5525,0.6064,1.992,1.421
cast,000000322944__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.4131,0.7744,0.3719,2.888,1.9593
cast,000000322944__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.5798,0.7642,0.5191,2.0013,1.1561
cast,000000322944__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.5493,0.5279,0.4244,2.0785,3.5282
cast,000000322944__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.5747,0.6378,0.4001,1.8278,1.9832
cast,000000322944__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.5809,0.4786,0.4308,1.9652,3.8201
cast,000000322944__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.5196,0.5847,0.4324,1.9222,2.4914
cast,000000322944__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.6271,0.4697,0.4444,2.0759,1.7592
cast,000000322944__Minimalism__mario-schifano_untitled-1963.png,0.3703,1.0424,0.5162,2.9318,1.442
cast,000000322944__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.3703,1.0424,0.5162,2.9318,7.3274
cast,000000322944__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.2202,0.6337,0.1342,2.4702,2.9781
cast,000000322944__Pop_Art__peter-max_composition-red-green-1979.png,0.3308,0.6077,0.4903,2.232,3.2476
cast,000000322944__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.234,0.6863,0.1374,2.5792,6.1922
cast,000000322944__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.5277,0.5136,0.4199,1.8486,3.6797
cast,000000322944__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.6538,0.5486,0.5991,1.8898,1.6668
cast,000000322944__Romanticism__gustave-dore_paradise-lost-4.png,0.6417,0.4852,0.4886,2.1419,1.5008
cast,000000322944__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.4957,0.5228,0.3948,2.1917,3.1713
cast,000000322944__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.3616,0.5908,0.3843,1.9845,2.6263
cast,000000329447__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.4818,0.5083,0.3943,2.1442,1.2114
cast,000000329447__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.431,0.6142,0.3955,2.4083,2.8968
cast,000000329447__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.3609,0.5413,0.3325,2.3834,0.9878
cast,000000329447__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.241,0.9206,0.281,3.1885,2.0984
cast,000000329447__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.4479,0.5159,0.4317,2.1625,1.2376
cast,000000329447__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.5115,0.54,0.4388,2.2383,1.4494
cast,000000329447__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.4385,0.6234,0.3853,2.173,1.0927
cast,000000329447__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.5548,0.4898,0.4761,2.0909,3.0615
